key	start	end
,	1653441494.1832843	1653441494.308049
space	1653441495.1514368	1653441495.292635
s	1653441495.9690707	1653441496.1194103
h	1653441496.9524355	1653441497.0710084
e	1653441497.894018	1653441498.027044
space	1653441498.7605903	1653441498.9210212
w	1653441499.4479928	1653441499.6459982
a	1653441500.4754667	1653441500.6524756
s	1653441501.4239285	1653441501.5699935
space	1653441502.1851947	1653441502.339385
s	1653441503.376039	1653441503.5326958
o	1653441504.3012156	1653441504.4859414
space	1653441505.1339922	1653441505.3170037
m	1653441506.1114986	1653441506.2546213
u	1653441507.500081	1653441507.6389647
c	1653441508.3349063	1653441508.4835122
h	1653441509.3349748	1653441509.4529786
space	1653441510.2622306	1653441510.3938112
s	1653441511.6625605	1653441511.8080485
u	1653441512.8370154	1653441512.9719872
p	1653441513.613289	1653441513.7426221
r	1653441514.6270144	1653441514.7760065
i	1653441515.5390277	1653441515.6560152
s	1653441516.344005	1653441516.4980698
e	1653441517.25403	1653441517.3733072
d	1653441518.0974255	1653441518.2080936
,	1653441518.913375	1653441519.028015
space	1653441519.7660053	1653441519.9049332
t	1653441520.6006916	1653441520.727804
h	1653441521.3057444	1653441521.4453049
a	1653441522.1425889	1653441522.305013
t	1653441523.6750185	1653441523.7740064
space	1653441524.6184251	1653441524.7560081
f	1653441525.83561	1653441525.989272
o	1653441526.6940315	1653441526.8316255
r	1653441527.5991008	1653441527.73501
space	1653441528.4130502	1653441528.6060245
t	1653441529.4661357	1653441529.618051
h	1653441530.4125812	1653441530.548742
e	1653441531.2927465	1653441531.4417427
space	1653441532.1394312	1653441532.258646
m	1653441532.9160163	1653441533.088021
o	1653441533.8290083	1653441534.008019
m	1653441534.6636753	1653441534.8260581
e	1653441535.5361176	1653441535.6780443
n	1653441536.5201068	1653441536.664994
t	1653441537.3480988	1653441537.469093
space	1653441538.151073	1653441538.30168
s	1653441539.1392295	1653441539.2916892
h	1653441540.0280075	1653441540.1674578
e	1653441540.944994	1653441541.086015
space	1653441541.754434	1653441541.925101
q	1653441542.5737078	1653441542.7090812
u	1653441543.4172492	1653441543.5599859
i	1653441544.1864893	1653441544.3560326
t	1653441545.0717342	1653441545.229285
e	1653441546.0737238	1653441546.217966
space	1653441546.7360077	1653441546.905729
f	1653441547.5806603	1653441547.7307336
o	1653441548.2553246	1653441548.4189959
r	1653441550.0682118	1653441550.2249937
g	1653441550.7149923	1653441550.8760135
o	1653441551.3670158	1653441551.538996
t	1653441552.1138175	1653441552.2269921
space	1653441552.6373184	1653441552.804849
h	1653441553.5739965	1653441553.7155108
o	1653441555.2660003	1653441555.4240077
w	1653441555.7140143	1653441555.9010174
space	1653441558.446813	1653441558.6069946
t	1653441559.2946203	1653441559.4055698
o	1653441559.8165078	1653441559.927367
space	1653441560.8125877	1653441560.9549725
s	1653441561.5992196	1653441561.731999
p	1653441562.094826	1653441562.2331045
e	1653441562.7672238	1653441562.9090633
a	1653441563.3569298	1653441563.4911973
k	1653441564.0588417	1653441564.1950128
space	1653441565.1229303	1653441565.2694194
g	1653441565.801975	1653441565.9291456
o	1653441566.4862044	1653441566.655836
o	1653441566.954168	1653441567.107007
d	1653441567.5683281	1653441567.7081609
space	1653441568.4872653	1653441568.6433265
e	1653441569.0250156	1653441569.1710382
n	1653441569.6038444	1653441569.7345154
g	1653441570.1469693	1653441570.2781053
l	1653441570.698249	1653441570.8805914
i	1653441571.2459922	1653441571.3496192
s	1653441573.3989072	1653441573.4937935
h	1653441574.1309366	1653441574.2539463
.	1653441575.4689038	1653441575.5940957
space	1653441578.4770188	1653441578.6400006
n	1653441579.932069	1653441580.0619984
o	1653441580.8469126	1653441580.979362
w	1653441581.662603	1653441581.7929256
space	1653441582.553969	1653441582.6939657
i	1653441583.3749921	1653441583.5001078
m	1653441584.7002904	1653441584.8300843
space	1653441585.6049874	1653441585.7472491
o	1653441586.283433	1653441586.4449198
p	1653441587.8159907	1653441587.968272
e	1653441588.394994	1653441588.5344472
n	1653441589.0489972	1653441589.1784759
i	1653441590.0559514	1653441590.2029762
n	1653441590.731816	1653441590.8698366
g	1653441591.657006	1653441591.8030381
space	1653441592.256823	1653441592.3748283
o	1653441592.9126227	1653441593.0289946
u	1653441593.4720747	1653441593.5859957
t	1653441593.9889867	1653441594.116006
space	1653441595.0229428	1653441595.1737046
l	1653441595.781996	1653441595.9183826
i	1653441596.3160152	1653441596.4353573
k	1653441596.7873523	1653441596.9098363
e	1653441597.5264444	1653441597.663998
space	1653441598.6329315	1653441598.7679355
t	1653441599.2610242	1653441599.383947
h	1653441599.8351972	1653441599.94197
e	1653441600.5189917	1653441600.6650152
space	1653441601.079001	1653441601.201018
l	1653441602.4347737	1653441602.57201
a	1653441603.0440228	1653441603.2031498
r	1653441604.0915513	1653441604.2308216
g	1653441605.211058	1653441605.3390021
e	1653441605.6404696	1653441605.7639647
s	1653441606.9910681	1653441607.1262672
t	1653441607.6387584	1653441607.7697423
space	1653441608.6859407	1653441608.838527
t	1653441609.434015	1653441609.5713608
e	1653441610.2656703	1653441610.4305458
l	1653441610.834257	1653441611.013014
e	1653441611.6720908	1653441611.8220077
s	1653441612.3226678	1653441612.482123
c	1653441613.3367414	1653441613.4806106
o	1653441613.9350135	1653441614.0704336
p	1653441614.623862	1653441614.7567315
e	1653441615.4227843	1653441615.5521193
space	1653441616.123993	1653441616.2711203
t	1653441616.7629986	1653441616.8998263
h	1653441617.5659919	1653441617.7173858
a	1653441618.251237	1653441618.3885143
t	1653441619.4050236	1653441619.5259423
space	1653441620.8812315	1653441621.0450149
e	1653441621.51705	1653441621.660634
v	1653441622.1630044	1653441622.2930143
e	1653441622.7376263	1653441622.901025
r	1653441623.4089584	1653441623.5459266
space	1653441624.4511664	1653441624.6000268
w	1653441625.4100418	1653441625.5559087
a	1653441625.9528658	1653441626.1223903
s	1653441626.994556	1653441627.1270885
.	1653441627.7248938	1653441627.854004
space	1653441629.4272652	1653441629.5778859
g	1653441630.9289098	1653441631.064911
o	1653441631.477868	1653441631.6209953
o	1653441632.070962	1653441632.2111459
d	1653441633.129438	1653441633.2764513
b	1653441634.8459396	1653441634.9737048
y	1653441637.210868	1653441637.3246226
e	1653441638.1526406	1653441638.2751696
,	1653441639.4010317	1653441639.5109584
space	1653441640.1623588	1653441640.2788503
f	1653441640.6497712	1653441640.7977548
e	1653441641.2383409	1653441641.389016
e	1653441641.7828143	1653441641.959841
t	1653441643.120983	1653441643.2370172
.	1653441644.384966	1653441644.5188704
space	1653441647.3091476	1653441647.4450269
f	1653441648.684869	1653441648.8423784
o	1653441649.0331213	1653441649.1711276
r	1653441650.3386817	1653441650.5156598
space	1653441651.2423475	1653441651.405018
w	1653441651.912409	1653441652.0669875
h	1653441652.446372	1653441652.5731173
e	1653441653.0249736	1653441653.1571183
n	1653441653.9037197	1653441654.008815
space	1653441654.6578526	1653441654.765808
s	1653441655.195856	1653441655.322641
h	1653441655.79491	1653441655.8904333
e	1653441656.408878	1653441656.5262475
space	1653441656.9523501	1653441657.0971165
l	1653441657.6398377	1653441657.7778718
o	1653441658.2350328	1653441658.3813736
o	1653441658.8340414	1653441658.9753618
k	1653441659.4044566	1653441659.5433645
e	1653441660.0752842	1653441660.2423685
d	1653441660.7135816	1653441660.858324
space	1653441661.3213742	1653441661.4630227
d	1653441661.9004169	1653441662.0530038
o	1653441662.5259526	1653441662.6788735
w	1653441663.133941	1653441663.2813854
n	1653441663.785872	1653441663.9193892
space	1653441664.3129132	1653441664.4689262
a	1653441664.9577363	1653441665.1229393
t	1653441665.7988982	1653441665.896276
space	1653441666.4154527	1653441666.5660074
h	1653441667.1514072	1653441667.2654564
e	1653441667.6984105	1653441667.8631365
r	1653441668.4210382	1653441668.5263987
space	1653441669.035132	1653441669.1840153
f	1653441669.732422	1653441669.8970156
e	1653441670.4060578	1653441670.5738995
e	1653441670.9984288	1653441671.1703243
t	1653441671.682414	1653441671.7978976
,	1653441673.0196059	1653441673.1450155
space	1653441673.7478402	1653441673.9140365
t	1653441674.3660157	1653441674.5089574
h	1653441674.8950186	1653441675.0209002
e	1653441675.605075	1653441675.7611225
y	1653441676.2786217	1653441676.4160466
space	1653441677.0484757	1653441677.2092404
s	1653441677.692413	1653441677.8648765
e	1653441678.4226272	1653441678.5985856
e	1653441679.0825849	1653441679.2219837
m	1653441679.747231	1653441679.884519
e	1653441680.3525956	1653441680.533483
d	1653441681.0051413	1653441681.1780055
space	1653441682.122018	1653441682.273135
t	1653441683.1634974	1653441683.29858
o	1653441683.7625015	1653441683.8886638
space	1653441684.3393168	1653441684.488979
b	1653441684.831954	1653441684.9589806
e	1653441685.495752	1653441685.644739
space	1653441686.0786252	1653441686.2239964
a	1653441686.774789	1653441686.9249933
l	1653441687.3099897	1653441687.432835
m	1653441688.0908582	1653441688.2108765
o	1653441688.7259035	1653441688.842606
s	1653441689.3859222	1653441689.5319126
t	1653441690.3749795	1653441690.4829538
space	1653441690.9489741	1653441691.085002
o	1653441691.6060178	1653441691.71588
u	1653441692.198006	1653441692.3048124
t	1653441693.199106	1653441693.3449488
space	1653441693.7759657	1653441693.9167645
o	1653441694.5501947	1653441694.689254
f	1653441695.2150192	1653441695.3564556
space	1653441695.7650409	1653441695.912643
s	1653441696.983145	1653441697.1378732
i	1653441697.6406646	1653441697.7765982
g	1653441698.2450433	1653441698.38831
h	1653441698.9909503	1653441699.0951097
t	1653441699.7549305	1653441699.881157
,	1653441701.1379416	1653441701.2794335
space	1653441701.6630259	1653441701.782672
t	1653441702.6249347	1653441702.7406378
h	1653441703.0071144	1653441703.129808
e	1653441704.448944	1653441704.5888672
y	1653441705.2170367	1653441705.3369896
space	1653441706.0830126	1653441706.225835
w	1653441706.6420186	1653441706.8241887
e	1653441707.196942	1653441707.3716345
r	1653441707.73179	1653441707.9066377
e	1653441708.3340092	1653441708.4740672
space	1653441708.9131489	1653441709.0570366
g	1653441709.4566462	1653441709.6172283
e	1653441710.0905013	1653441710.2750144
t	1653441711.1489787	1653441711.321206
t	1653441711.7392566	1653441711.89166
i	1653441712.3294055	1653441712.4739861
n	1653441712.9638698	1653441713.1194043
g	1653441713.6865034	1653441713.8049078
space	1653441714.3084652	1653441714.4416487
s	1653441714.8940604	1653441715.0427728
o	1653441715.483903	1653441715.6238046
space	1653441715.9915862	1653441716.1404943
f	1653441716.475033	1653441716.6079643
a	1653441717.0371256	1653441717.1927795
r	1653441717.6878376	1653441717.793818
space	1653441718.3420334	1653441718.4630163
o	1653441718.8914201	1653441719.025994
f	1653441719.4509938	1653441719.603827
f	1653441720.0220933	1653441720.1442158
.	1653441720.9152937	1653441721.022015
space	1653441722.0770175	1653441722.2251415
o	1653441722.9673917	1653441723.1143994
h	1653441724.064988	1653441724.1745079
,	1653441724.7959988	1653441724.9097764
space	1653441725.4328852	1653441725.560817
m	1653441726.5087724	1653441726.6350558
y	1653441727.2178664	1653441727.3308818
space	1653441727.852012	1653441727.9898684
p	1653441728.6679723	1653441728.7997553
o	1653441729.3308887	1653441729.483914
o	1653441729.8697195	1653441729.988718
r	1653441730.476196	1653441730.5962362
space	1653441731.1481566	1653441731.338847
l	1653441732.056796	1653441732.2029865
i	1653441732.7505121	1653441732.8702805
t	1653441733.5489964	1653441733.7117221
t	1653441734.2085457	1653441734.3448958
l	1653441734.9034111	1653441735.0529277
e	1653441735.9189808	1653441736.0589726
space	1653441736.6151793	1653441736.7648005
f	1653441737.0961523	1653441737.2563953
e	1653441737.6399634	1653441737.8170383
e	1653441738.2940414	1653441738.4499779
t	1653441739.0228374	1653441739.1439788
,	1653441739.7849185	1653441739.9225075
space	1653441740.367771	1653441740.5131707
i	1653441741.201041	1653441741.337017
space	1653441741.935606	1653441742.1021163
w	1653441742.6260042	1653441742.7829926
o	1653441743.2829356	1653441743.4368396
n	1653441743.922924	1653441744.056015
d	1653441744.425004	1653441744.599046
e	1653441745.0010195	1653441745.1750174
r	1653441746.034961	1653441746.1625013
space	1653441746.8789315	1653441747.0349355
w	1653441751.2910085	1653441751.4499965
h	1653441753.107018	1653441753.2678628
o	1653441753.5957522	1653441753.7249155
space	1653441754.6497355	1653441754.8072412
w	1653441755.1817334	1653441755.3333511
i	1653441755.8527708	1653441756.0079753
l	1653441758.2319522	1653441758.4047427
l	1653441758.753742	1653441758.9012444
space	1653441759.200824	1653441759.331814
p	1653441760.0510468	1653441760.205013
u	1653441760.8918066	1653441761.0009372
t	1653441761.5957637	1653441761.728251
space	1653441762.390015	1653441762.5674932
o	1653441763.1627746	1653441763.293782
n	1653441765.4350202	1653441765.550008
space	1653441766.334667	1653441766.466986
y	1653441767.4069731	1653441767.5300384
o	1653441768.1179793	1653441768.224256
u	1653441768.843074	1653441768.9242246
r	1653441769.7095451	1653441769.816995
space	1653441770.5170836	1653441770.654017
s	1653441771.2089946	1653441771.3320606
h	1653441771.7580178	1653441771.8498518
o	1653441772.5390036	1653441772.6469963
e	1653441773.2310493	1653441773.3520515
s	1653441773.9258833	1653441774.0459929
space	1653441774.6870203	1653441774.8177156
a	1653441775.3000054	1653441775.440711
n	1653441775.901648	1653441776.0240068
d	1653441776.495025	1653441776.6112242
space	1653441777.213533	1653441777.345029
s	1653441777.8309958	1653441777.9679995
t	1653441778.4218707	1653441778.5191662
o	1653441778.9209924	1653441779.0530202
c	1653441779.5160103	1653441779.6271489
k	1653441780.078354	1653441780.186355
i	1653441780.6809485	1653441780.7889695
n	1653441781.373979	1653441781.4959884
g	1653441782.0120296	1653441782.1130393
s	1653441782.7280896	1653441782.8280957
space	1653441785.216289	1653441785.3733027
f	1653441785.8963437	1653441786.0143535
o	1653441786.495392	1653441786.6311977
r	1653441787.150911	1653441787.2508175
space	1653441787.8561978	1653441788.0254784
y	1653441789.7170396	1653441789.8403401
o	1653441790.4328394	1653441790.539704
u	1653441791.1297216	1653441791.2198272
space	1653441791.757017	1653441791.879017
n	1653441792.4400065	1653441792.5684123
o	1653441793.0764217	1653441793.2004406
w	1653441793.8358133	1653441793.9616048
,	1653441798.1761808	1653441798.3051932
space	1653441798.7042222	1653441798.8722355
d	1653441799.1994565	1653441799.3584118
e	1653441799.6484354	1653441799.7924476
a	1653441800.805486	1653441800.9684994
r	1653441801.5112388	1653441801.64145
s	1653441802.2060173	1653441802.3440092
.	1653441803.3418257	1653441803.4890554
space	1653441804.0182638	1653441804.1982849
i	1653441804.8850188	1653441805.017339
m	1653441805.6282074	1653441805.7692895
space	1653441806.2389946	1653441806.4009814
s	1653441806.8999953	1653441807.0808017
u	1653441807.6232	1653441807.7312438
r	1653441808.2800424	1653441808.444177
e	1653441808.8867009	1653441809.050803
space	1653441809.5620446	1653441809.711014
i	1653441810.2790172	1653441810.395216
space	1653441810.95575	1653441811.1367648
s	1653441811.6277988	1653441811.7980165
h	1653441812.3310344	1653441812.473305
a	1653441812.984993	1653441813.1713114
n	1653441813.6940064	1653441813.8297591
t	1653441815.1024926	1653441815.2324772
space	1653441816.4012158	1653441816.5672529
b	1653441817.123254	1653441817.2490456
e	1653441817.7992575	1653441817.934006
space	1653441818.1610172	1653441818.3096132
a	1653441819.1698346	1653441819.299998
b	1653441819.8013952	1653441819.9213653
l	1653441820.295993	1653441820.4169946
e	1653441821.0559957	1653441821.1629648
.	1653441822.1779137	1653441822.3019743
space	1653441822.9769924	1653441823.1051362
i	1653441823.6583786	1653441823.765994
space	1653441824.2522485	1653441824.4110208
s	1653441824.7454293	1653441824.9224331
h	1653441825.7089567	1653441825.8459811
a	1653441826.5219781	1653441826.6879914
l	1653441827.2717223	1653441827.436674
l	1653441827.7670178	1653441827.92206
space	1653441828.2504003	1653441828.402018
b	1653441828.9570334	1653441829.074008
e	1653441829.5591135	1653441829.706005
space	1653441830.1485069	1653441830.2763226
a	1653441830.7240157	1653441830.854664
space	1653441833.5071955	1653441833.6598947
g	1653441834.6364543	1653441834.7624323
r	1653441835.3140082	1653441835.4698634
e	1653441835.8035738	1653441835.931332
a	1653441836.3762405	1653441836.4950063
t	1653441837.409994	1653441837.515379
space	1653441838.1636648	1653441838.303994
d	1653441838.640033	1653441838.7833338
e	1653441839.0893779	1653441839.2100282
a	1653441840.2133398	1653441840.346385
l	1653441841.2870283	1653441841.4202495
space	1653441842.084017	1653441842.2188933
t	1653441842.8710139	1653441843.000018
o	1653441843.5824275	1653441843.7428672
o	1653441844.3059907	1653441844.4579875
space	1653441844.9530149	1653441845.1170175
f	1653441845.836293	1653441845.9954169
a	1653441847.0083148	1653441847.1633434
r	1653441847.8949835	1653441848.0110173
space	1653441848.5750144	1653441848.7210186
o	1653441849.3281736	1653441849.4700184
f	1653441850.1260216	1653441850.2953796
f	1653441850.8190737	1653441850.9327111
space	1653441851.437039	1653441851.5919518
t	1653441852.1295865	1653441852.2449894
o	1653441853.1733158	1653441853.303905
space	1653441854.0660393	1653441854.230475
t	1653441854.6834106	1653441854.8306975
r	1653441855.4487932	1653441855.59674
o	1653441856.1032846	1653441856.2449958
u	1653441856.8778272	1653441856.981408
b	1653441857.513017	1653441857.662562
l	1653441858.1900156	1653441858.3780978
e	1653441858.8176448	1653441858.97704
space	1653441859.4636939	1653441859.6078641
m	1653441859.989748	1653441860.1269965
y	1653441861.0160096	1653441861.137992
s	1653441861.719995	1653441861.8529959
e	1653441862.619018	1653441862.7470312
l	1653441863.2530184	1653441863.3980079
f	1653441864.101275	1653441864.240996
space	1653441864.8726754	1653441865.0355241
a	1653441865.9092898	1653441866.0624251
b	1653441866.5237412	1653441866.6395202
o	1653441867.180992	1653441867.304999
u	1653441867.8339944	1653441867.9539967
t	1653441868.6809964	1653441868.803848
space	1653441869.6197157	1653441869.795256
y	1653441870.6459966	1653441870.7749498
o	1653441871.3629832	1653441871.463986
u	1653441872.132995	1653441872.2280426
,	1653441876.7000248	1653441876.8379774
space	1653441877.4550045	1653441877.631897
y	1653441878.25315	1653441878.3815694
o	1653441879.0137525	1653441879.1180186
u	1653441879.7970703	1653441879.9007814
space	1653441880.4827058	1653441880.6426122
m	1653441881.116615	1653441881.2526004
u	1653441881.7625353	1653441881.8672676
s	1653441882.3662584	1653441882.515005
t	1653441883.0975819	1653441883.235486
space	1653441883.7793467	1653441883.9209688
m	1653441884.747996	1653441884.9270144
a	1653441886.1506243	1653441886.3386445
n	1653441886.8410425	1653441886.9890451
a	1653441887.4430413	1653441887.6300178
g	1653441888.3249867	1653441888.4480088
e	1653441889.096005	1653441889.2573073
space	1653441889.6402338	1653441889.828741
t	1653441890.3419702	1653441890.499933
h	1653441891.3787034	1653441891.4948246
e	1653441892.1589959	1653441892.3150158
space	1653441893.1720343	1653441893.3700352
b	1653441893.8296869	1653441893.9906282
e	1653441894.497018	1653441894.6630185
s	1653441895.0960314	1653441895.258775
t	1653441895.7426977	1653441895.8736985
space	1653441896.3383336	1653441896.5110157
w	1653441896.9320047	1653441897.1400154
a	1653441897.592708	1653441897.7827327
y	1653441898.3069918	1653441898.4570072
space	1653441899.8162363	1653441900.0070183
y	1653441900.7978969	1653441900.942165
o	1653441901.2890189	1653441901.4157434
u	1653441902.1890247	1653441902.315787
space	1653441903.0033586	1653441903.175769
c	1653441903.5708504	1653441903.7148342
a	1653441904.3088543	1653441904.4738047
n	1653441905.057605	1653441905.2136173
,	1653441906.371792	1653441906.5029926
space	1653441907.06497	1653441907.241996
b	1653441907.8008716	1653441907.928899
u	1653441908.7720838	1653441908.9139943
t	1653441909.5066655	1653441909.6646535
space	1653441910.139016	1653441910.2957036
i	1653441910.9337316	1653441911.0897443
space	1653441911.696716	1653441911.8557122
m	1653441912.8176813	1653441912.960795
u	1653441913.559171	1653441913.6717327
s	1653441914.003754	1653441914.1558564
t	1653441915.0957322	1653441915.229854
space	1653441915.8169935	1653441915.9709473
b	1653441916.3659523	1653441916.514979
e	1653441917.0212207	1653441917.1770072
space	1653441917.6598394	1653441917.7989266
k	1653441918.2739992	1653441918.4188356
i	1653441918.8570237	1653441918.9958596
n	1653441919.812875	1653441919.942848
d	1653441920.5980318	1653441920.7448475
space	1653441921.257821	1653441921.4099813
t	1653441921.9137595	1653441922.0529613
o	1653441922.545013	1653441922.7177067
space	1653441923.1801722	1653441923.3759947
t	1653441923.9348564	1653441924.0874605
h	1653441924.5818849	1653441924.7378492
e	1653441925.2380686	1653441925.4009757
m	1653441925.8878875	1653441926.016866
,	1653441926.5591185	1653441926.697568
space	1653441928.0630171	1653441928.252028
t	1653441928.687815	1653441928.817768
h	1653441929.3910115	1653441929.5320067
o	1653441930.0658083	1653441930.238966
u	1653441930.7998772	1653441930.944925
g	1653441931.5148783	1653441931.6960268
h	1653441932.1800103	1653441932.3448577
t	1653441933.058826	1653441933.199828
space	1653441933.9688332	1653441934.1289864
a	1653441934.8318675	1653441935.0065613
l	1653441935.795029	1653441935.9440274
i	1653441936.4093044	1653441936.527283
c	1653441936.9849463	1653441937.1480093
e	1653441937.6389952	1653441937.7873719
,	1653441939.0669796	1653441939.164805
space	1653441939.7147763	1653441939.8529792
o	1653441940.5137773	1653441940.6277943
r	1653441941.1970212	1653441941.3270078
space	1653441941.9339666	1653441942.0589821
p	1653441942.629937	1653441942.7520118
e	1653441943.2931647	1653441943.4549668
r	1653441944.0249014	1653441944.1561007
h	1653441945.6040165	1653441945.7217348
a	1653441946.2596252	1653441946.4049017
p	1653441947.0703342	1653441947.210988
s	1653441947.8059177	1653441947.932992
space	1653441949.1038115	1653441949.2829998
t	1653441949.9557545	1653441950.0891185
h	1653441950.6869478	1653441950.8154757
e	1653441951.3720124	1653441951.5249116
y	1653441952.201093	1653441952.3308535
space	1653441952.9779997	1653441953.1390214
w	1653441953.8493311	1653441954.0210059
o	1653441954.5549884	1653441954.708781
n	1653441955.219033	1653441955.3556767
t	1653441956.2375906	1653441956.3583243
space	1653441956.8287437	1653441956.98875
w	1653441957.4349935	1653441957.6197765
a	1653441958.053831	1653441958.2138135
l	1653441958.6929922	1653441958.8510535
k	1653441959.362856	1653441959.5357275
space	1653441960.0447779	1653441960.2448926
t	1653441960.7639408	1653441960.8919876
h	1653441961.3069637	1653441961.4679615
e	1653441962.0349886	1653441962.2078831
space	1653441962.6088762	1653441962.7793956
w	1653441963.256024	1653441963.4323397
a	1653441963.908023	1653441964.0779145
y	1653441964.5890636	1653441964.7030478
space	1653441965.2330177	1653441965.4031093
i	1653441965.8820322	1653441966.0921185
space	1653441966.5751746	1653441966.7373128
w	1653441967.1240292	1653441967.3006597
a	1653441967.683013	1653441967.8860412
n	1653441968.5900037	1653441968.7759998
t	1653441969.221112	1653441969.371113
space	1653441969.7760303	1653441969.985735
t	1653441970.4731193	1653441970.6267676
o	1653441971.05994	1653441971.2430174
space	1653441971.6468673	1653441971.8229928
g	1653441972.289051	1653441972.4640057
o	1653441972.8570132	1653441973.0299084
.	1653441973.6292596	1653441973.7648008
space	1653441974.3443146	1653441974.5069938
l	1653441975.0127072	1653441975.2131464
e	1653441975.6358063	1653441975.825015
t	1653441976.290816	1653441976.4290135
space	1653441976.833015	1653441977.036767
m	1653441977.436773	1653441977.6120448
e	1653441978.0892773	1653441978.2570171
space	1653441978.6856859	1653441978.896906
s	1653441979.312199	1653441979.4859147
e	1653441979.9758945	1653441980.1375923
e	1653441980.5949614	1653441980.7367933
,	1653441981.2170355	1653441981.3808162
space	1653441981.9140093	1653441982.0858686
i	1653441982.5660043	1653441982.709031
l	1653441983.2270195	1653441983.434871
l	1653441983.789024	1653441983.9408596
space	1653441985.0458705	1653441985.2200081
g	1653441985.9791794	1653441986.0960155
i	1653441986.547808	1653441986.685787
v	1653441987.270262	1653441987.3822353
e	1653441987.8998652	1653441988.0612185
space	1653441988.5388272	1653441988.7119217
t	1653441989.0548482	1653441989.1968951
h	1653441989.570456	1653441989.6980298
e	1653441990.1599917	1653441990.330772
m	1653441990.775551	1653441990.9490058
space	1653441991.4019985	1653441991.6012385
a	1653441992.0520167	1653441992.2368414
space	1653441992.5808315	1653441992.76976
n	1653441993.1459932	1653441993.3279128
e	1653441993.6367779	1653441993.823016
w	1653441994.2587488	1653441994.443986
space	1653441994.7938106	1653441994.977746
p	1653441996.805985	1653441996.9838452
a	1653441997.5982726	1653441997.7359948
i	1653441998.3559844	1653441998.473753
r	1653441999.3396242	1653441999.457653
space	1653442000.0106537	1653442000.160287
o	1653442000.6940143	1653442000.8257039
f	1653442001.4707549	1653442001.581986
space	1653442002.150749	1653442002.2948508
b	1653442002.7972207	1653442002.911102
o	1653442003.380994	1653442003.5480068
o	1653442004.0097327	1653442004.1575425
t	1653442004.71194	1653442004.836946
s	1653442005.357947	1653442005.496889
space	1653442006.0849447	1653442006.2449543
e	1653442006.76099	1653442006.9009888
v	1653442007.3779802	1653442007.5029984
e	1653442008.0283566	1653442008.2098973
r	1653442008.6958542	1653442008.8548377
y	1653442009.356026	1653442009.4690883
space	1653442010.0648823	1653442010.2290158
c	1653442010.650874	1653442010.8291352
h	1653442011.3640254	1653442011.4998527
r	1653442012.1848996	1653442012.3483555
i	1653442014.8768625	1653442015.0160158
s	1653442015.6328647	1653442015.781355
t	1653442016.2911713	1653442016.4320052
m	1653442016.974079	1653442017.1315405
a	1653442017.6553855	1653442017.82689
s	1653442018.3540301	1653442018.487819
.	1653442019.0524802	1653442019.1740284
space	1653442020.7879524	1653442020.9628887
a	1653442021.5648823	1653442021.7410324
n	1653442022.220806	1653442022.4078135
d	1653442022.8848503	1653442023.0448532
space	1653442023.453914	1653442023.6385252
s	1653442024.0544913	1653442024.2259583
h	1653442024.6409187	1653442024.7849405
e	1653442025.2379694	1653442025.399483
space	1653442025.9019291	1653442026.0894334
w	1653442026.513978	1653442026.7189798
e	1653442027.200862	1653442027.363471
